Time,Input Tokens,Output Tokens,Cache Read Tokens,Cache Creation Tokens
2026-03-16 10:48:42.098881+08:00,0,380,128039,684
2026-03-16 10:47:45.894070+08:00,0,243,115234,7348
2026-03-16 10:47:39.645254+08:00,0,380,119262,2846
2026-03-16 10:38:45.651272+08:00,0,380,111848,4492
2026-03-16 10:38:28.946384+08:00,0,380,111579,3218
2026-03-16 10:37:48.450728+08:00,0,65,99504,9306
2026-03-16 10:37:43.817571+08:00,0,380,100379,1658
2026-03-16 10:36:45.343584+08:00,0,380,97143,3235
2026-03-16 10:36:32.391181+08:00,0,380,96627,516
2026-03-16 10:36:08.639685+08:00,0,221,95589,1038
2026-03-16 10:36:02.618540+08:00,0,380,90486,5103
2026-03-16 10:35:55.437405+08:00,0,380,85209,5277
2026-03-16 10:30:33.752451+08:00,1914,380,81591,1704
2026-03-16 10:28:59.034508+08:00,0,77,70767,6322
2026-03-16 10:28:47.925927+08:00,0,75,70522,6336
2026-03-16 10:28:36.848598+08:00,0,74,70277,6350
2026-03-16 10:28:25.363110+08:00,0,75,70032,6364
2026-03-16 10:28:15.047104+08:00,0,73,69788,6377
2026-03-16 10:28:05.493351+08:00,0,73,69542,6392
2026-03-16 10:27:54.906318+08:00,0,169,69209,6387
2026-03-16 10:27:43.271178+08:00,0,346,67647,7445
2026-03-16 10:27:34.332115+08:00,0,41,67033,6103
2026-03-16 10:18:24.422426+08:00,0,380,64767,5024
2026-03-16 10:13:42.130298+08:00,0,0,64538,4878
2026-03-16 10:13:37.932082+08:00,0,380,59242,5403
2026-03-16 10:12:53.869711+08:00,0,20,55877,6389
2026-03-16 10:12:50.480145+08:00,0,380,51696,7308
2026-03-16 10:11:29.228348+08:00,0,33,44100,7233
2026-03-16 10:11:25.332293+08:00,0,34,41660,2648
2026-03-16 10:11:21.739040+08:00,0,380,50389,6230
2026-03-16 10:11:11.418498+08:00,0,54,40380,10009
2026-03-16 10:11:08.440590+08:00,0,60,30394,9985
2026-03-16 10:11:04.703278+08:00,0,58,29446,948
2026-03-16 10:11:01.914942+08:00,0,54,19879,9567
2026-03-16 10:10:59.065099+08:00,0,58,19326,554
2026-03-16 10:10:48.888940+08:00,0,326,19202,123
2026-03-16 10:10:45.331116+08:00,0,58,18174,1028
2026-03-16 10:10:42.993822+08:00,0,380,16194,13693
2026-03-16 10:10:42.603267+08:00,0,79,17331,843
2026-03-16 10:10:39.318466+08:00,0,50,16718,613
2026-03-16 10:10:35.714972+08:00,0,191,16222,496
2026-03-16 10:10:31.504111+08:00,2124,47,13775,324
2026-03-16 10:10:30.985159+08:00,2096,76,13774,324
2026-03-16 10:10:28.681289+08:00,14256,380,26627,834
2026-03-16 10:06:31.509713+08:00,0,380,118669,1691
2026-03-16 10:00:05.201407+08:00,0,380,117195,209
2026-03-16 09:59:01.985782+08:00,0,144,116227,584
2026-03-16 09:58:56.212397+08:00,0,57,116564,73
2026-03-16 09:58:51.889004+08:00,0,380,115120,578
2026-03-16 09:58:40.364987+08:00,0,86,115412,83
2026-03-16 09:58:29.807429+08:00,0,227,115056,91
2026-03-16 09:57:42.891472+08:00,0,380,114135,222
2026-03-16 09:57:23.708396+08:00,0,380,114057,222
2026-03-16 09:54:24.172931+08:00,0,374,113118,182
2026-03-16 09:54:10.030590+08:00,0,34,113002,75
2026-03-16 09:54:05.727127+08:00,0,380,111904,562
2026-03-16 09:53:56.638928+08:00,0,86,112146,117
2026-03-16 09:50:03.883471+08:00,0,380,109749,919
2026-03-16 09:49:44.329536+08:00,0,257,23056,15313
2026-03-16 09:49:39.985550+08:00,0,46,15336,7720
2026-03-16 09:49:37.855051+08:00,11076,304,95957,2184
2026-03-16 09:49:29.057638+08:00,0,37,95545,366
2026-03-16 09:49:21.558562+08:00,0,37,95426,76
2026-03-16 09:49:16.976909+08:00,0,380,94271,474
2026-03-16 09:49:06.824137+08:00,0,234,93843,472
2026-03-16 09:47:50.998820+08:00,0,136,93828,79
2026-03-16 09:47:42.984496+08:00,0,226,92585,865
2026-03-16 09:47:39.097851+08:00,0,37,92077,463
2026-03-16 09:47:36.386461+08:00,0,226,91731,395
2026-03-16 09:47:29.807785+08:00,0,299,91123,135
2026-03-16 09:45:07.298713+08:00,0,380,89943,110
2026-03-16 09:43:10.568158+08:00,0,380,88365,362
2026-03-16 09:36:04.548293+08:00,0,380,86497,637
2026-03-16 09:35:47.640956+08:00,0,183,23017,13319
2026-03-16 09:35:43.937921+08:00,7221,45,15336,460
2026-03-16 09:35:41.664017+08:00,0,283,85559,430
2026-03-16 09:35:24.254685+08:00,0,36,70964,14977
2026-03-16 09:35:20.830172+08:00,0,34,70633,3736
2026-03-16 09:35:05.693526+08:00,0,33,70455,3698
2026-03-16 09:35:01.686862+08:00,0,380,69038,4292
2026-03-16 09:34:50.775400+08:00,0,234,68731,4169
2026-03-16 09:34:10.402377+08:00,0,361,68026,4193
2026-03-16 09:33:53.852641+08:00,0,34,67847,4053
2026-03-16 09:33:49.648924+08:00,0,380,67209,4053
2026-03-16 09:30:57.209360+08:00,0,334,66656,3832
2026-03-16 09:28:40.097293+08:00,0,380,65323,3806
2026-03-16 09:28:16.620103+08:00,0,53,65119,3505
2026-03-16 09:28:12.069896+08:00,0,380,63814,4201
2026-03-16 09:28:03.402227+08:00,0,238,61782,5805
2026-03-16 09:27:29.070193+08:00,0,0,61661,3603
2026-03-16 09:27:25.129176+08:00,0,380,60615,3648
2026-03-16 09:25:40.182686+08:00,0,0,60513,3093
2026-03-16 09:25:35.872961+08:00,0,380,57123,4751
2026-03-16 09:25:13.597759+08:00,0,380,27974,1888
2026-03-16 09:24:56.045693+08:00,0,71,27488,485
2026-03-16 09:24:47.004259+08:00,0,256,27275,213
2026-03-16 09:24:43.425427+08:00,0,76,27011,264
2026-03-16 09:24:40.900022+08:00,0,78,26832,179
2026-03-16 09:24:37.970530+08:00,0,66,26435,396
2026-03-16 09:24:28.674463+08:00,0,204,16285,10151
2026-03-16 09:24:24.005059+08:00,2185,152,13775,325
2026-03-16 09:24:20.774773+08:00,0,236,55553,3350
2026-03-16 09:20:53.078286+08:00,0,380,54579,1443
2026-03-16 09:18:58.182729+08:00,0,357,48415,6681
2026-03-16 09:18:47.971657+08:00,0,30,48391,1209
2026-03-16 09:17:20.585729+08:00,0,380,45970,3532
2026-03-16 09:16:55.413791+08:00,0,205,46607,302
2026-03-16 09:10:56.705042+08:00,0,380,56526,1291
2026-03-16 09:10:33.371621+08:00,0,380,55091,1529
2026-03-16 09:10:20.875614+08:00,0,380,54889,443
2026-03-16 09:09:50.587906+08:00,0,145,53899,944
2026-03-16 09:02:32.916539+08:00,0,280,53492,725
2026-03-16 09:02:24.274683+08:00,0,190,51870,1657
2026-03-16 09:02:18.656082+08:00,0,380,51681,1148
2026-03-16 09:01:57.583620+08:00,0,192,49717,1787
2026-03-16 09:01:52.902234+08:00,0,36,49011,1826
2026-03-16 09:01:50.328014+08:00,0,189,48386,2085
2026-03-16 09:01:12.626185+08:00,0,51,48189,1790
2026-03-16 09:01:08.463403+08:00,0,380,46867,2393
2026-03-16 09:00:58.055249+08:00,0,188,45977,2917
2026-03-16 09:00:48.436673+08:00,0,169,45526,2492
2026-03-16 09:00:41.536595+08:00,0,180,45074,2594
2026-03-16 09:00:34.086495+08:00,0,156,44812,2542
2026-03-16 09:00:24.787235+08:00,0,64,44630,2636
2026-03-16 09:00:04.985516+08:00,0,380,43519,2469
2026-03-16 08:59:46.690307+08:00,0,158,43074,2671
2026-03-16 08:59:42.270827+08:00,0,170,40959,4401
2026-03-16 08:59:37.582679+08:00,0,214,33180,9219
2026-03-16 08:59:29.963771+08:00,6142,197,27563,688
2026-03-16 08:47:40.182721+08:00,0,92,114616,576
2026-03-16 08:47:35.452388+08:00,0,58,115039,73
2026-03-16 08:47:30.767351+08:00,0,113,114795,72
2026-03-16 08:47:27.400811+08:00,0,58,114653,73
2026-03-16 08:47:21.833187+08:00,0,380,111300,559
2026-03-16 08:46:57.069213+08:00,2638,32,106910,2236
2026-03-16 08:46:04.522677+08:00,0,0,106343,534
2026-03-16 08:46:00.950743+08:00,0,206,105911,532
2026-03-16 08:45:54.227028+08:00,0,70,105712,531
2026-03-16 08:45:49.665415+08:00,0,380,104983,192
2026-03-16 08:45:40.967986+08:00,2999,380,98496,2071
2026-03-16 08:45:22.366739+08:00,0,22,97976,492
2026-03-16 08:45:18.363321+08:00,0,380,96514,485
2026-03-16 08:45:00.623272+08:00,3878,380,88565,1887
2026-03-16 08:44:31.596566+08:00,0,380,86738,436
2026-03-16 08:44:14.384778+08:00,0,380,86028,432
2026-03-16 08:44:04.997452+08:00,0,380,85369,232
2026-03-16 08:41:42.517707+08:00,0,380,84449,227
2026-03-16 08:41:34.044427+08:00,0,380,82254,173
2026-03-16 08:40:31.504262+08:00,0,28,81810,411
2026-03-16 08:40:27.444917+08:00,3788,380,75963,1628
2026-03-16 08:40:13.389215+08:00,0,23,75555,380
2026-03-16 08:40:09.827399+08:00,0,380,74640,375
2026-03-16 08:39:59.760694+08:00,0,380,73768,371
2026-03-16 08:39:51.129547+08:00,0,380,72115,362
2026-03-16 08:39:35.794540+08:00,0,380,70416,192
2026-03-16 08:39:15.805600+08:00,0,380,68067,342
2026-03-16 08:38:45.054943+08:00,0,380,56823,5007
2026-03-16 08:37:50.711099+08:00,0,268,16148,1803
2026-03-16 08:37:44.864750+08:00,0,41,13774,2374
2026-03-16 08:37:42.990591+08:00,0,116,55057,6349
2026-03-16 08:37:38.700987+08:00,0,22,50462,8327
2026-03-16 08:37:35.312589+08:00,0,24,48413,4879
2026-03-16 08:31:41.708478+08:00,0,380,46623,4124
2026-03-16 08:31:10.118419+08:00,0,31,45974,4698
2026-03-16 08:31:07.170945+08:00,0,380,17317,4575
2026-03-16 08:31:00.488804+08:00,0,56,16978,339
2026-03-16 08:30:58.353749+08:00,0,187,16231,747
2026-03-16 08:30:53.650077+08:00,2132,133,13775,324
2026-03-16 08:30:50.730127+08:00,0,380,26591,22417
2026-03-16 08:27:10.720346+08:00,0,380,123737,2150
2026-03-16 08:23:56.704055+08:00,0,113,120355,97
2026-03-16 08:23:22.269364+08:00,0,74,116650,2425
2026-03-16 08:23:17.583109+08:00,0,380,118813,69
2026-03-16 08:23:05.259066+08:00,0,23,114517,3038
2026-03-16 08:22:55.556966+08:00,0,0,110987,4815
2026-03-16 08:22:51.934341+08:00,0,380,115181,501
2026-03-16 08:22:11.831572+08:00,0,208,112622,367
2026-03-16 08:19:04.380676+08:00,0,0,108573,3818
2026-03-16 08:19:00.668216+08:00,0,380,111483,448
2026-03-16 08:18:20.157012+08:00,0,105,110023,100
2026-03-16 08:18:15.834826+08:00,0,42,108405,1504
2026-03-16 08:18:12.597578+08:00,0,23,105872,2629
2026-03-16 07:57:08.603816+08:00,0,65,102291,4525
2026-03-16 07:57:03.918426+08:00,0,380,102584,70
2026-03-16 07:56:24.592086+08:00,0,41,100420,2164
2026-03-16 07:56:16.161633+08:00,0,0,98341,2079
2026-03-16 07:56:12.121612+08:00,0,380,97098,1243
2026-03-16 07:51:18.215036+08:00,0,380,96263,834
2026-03-16 07:50:50.221112+08:00,0,308,95982,282
2026-03-16 07:50:40.974409+08:00,0,82,93161,2821
2026-03-16 07:50:37.152683+08:00,0,75,93054,107
2026-03-16 07:50:33.842116+08:00,0,68,91891,1163
2026-03-16 07:49:17.658188+08:00,0,380,90349,1177
2026-03-16 07:46:45.603668+08:00,0,380,88114,1066
2026-03-16 07:45:08.598371+08:00,0,369,85516,1476
2026-03-16 07:42:30.006436+08:00,0,380,80645,2730
2026-03-16 07:37:42.406557+08:00,0,380,73579,3319
2026-03-16 07:31:29.614080+08:00,0,380,68570,3179
2026-03-16 07:30:44.184130+08:00,0,269,67111,4011
2026-03-16 07:29:50.541844+08:00,0,240,63275,7172
2026-03-16 07:21:57.895293+08:00,0,380,60180,8147
2026-03-16 06:56:23.811513+08:00,0,380,58715,5195
2026-03-16 06:56:11.594392+08:00,0,30,57923,5039
2026-03-16 06:56:08.688384+08:00,0,32,56395,5169
2026-03-16 06:56:05.508673+08:00,0,25,52597,7683
2026-03-16 06:56:00.075225+08:00,0,94,49355,8506
2026-03-16 06:55:55.198813+08:00,0,22,49233,2943
2026-03-16 06:55:52.303252+08:00,0,46,49103,2996
2026-03-16 06:55:41.217648+08:00,0,247,30776,20741
2026-03-16 06:55:32.605293+08:00,3938,380,29263,678
2026-03-16 06:55:23.828019+08:00,353,133,0,0
2026-03-16 06:41:58.772284+08:00,0,116,79357,5384
2026-03-16 06:41:52.987172+08:00,0,203,78798,5535
2026-03-16 06:41:45.226860+08:00,0,380,77616,5388
2026-03-16 06:41:29.822420+08:00,0,380,72974,4938
2026-03-16 06:40:20.723277+08:00,0,22,70289,6152
2026-03-16 06:37:52.009329+08:00,0,0,69221,4289
2026-03-16 06:37:48.496808+08:00,0,380,66749,3415
2026-03-16 06:37:04.901054+08:00,0,26,65688,2072
2026-03-16 06:37:01.376982+08:00,5956,80,60248,1351
2026-03-16 06:36:55.883072+08:00,0,380,118757,683
2026-03-16 06:36:43.657088+08:00,0,380,110869,484
2026-03-16 06:36:19.345816+08:00,0,122,114220,4537
2026-03-16 06:36:15.504153+08:00,0,110,109396,4824
2026-03-16 06:36:12.051272+08:00,0,110,58189,51207
2026-03-16 06:36:07.048362+08:00,0,124,31247,26941
2026-03-16 06:36:02.958059+08:00,0,86,104223,6646
2026-03-16 06:36:02.481989+08:00,0,118,30320,927
2026-03-16 06:35:59.378628+08:00,0,118,91402,12821
2026-03-16 06:35:55.926787+08:00,0,96,66457,24945
2026-03-16 06:35:53.124621+08:00,0,380,29898,422
2026-03-16 06:35:50.306712+08:00,0,86,19354,47103
2026-03-16 06:35:45.595957+08:00,0,116,29402,496
2026-03-16 06:35:45.119134+08:00,0,103,18388,966
2026-03-16 06:35:42.733036+08:00,0,79,17794,11609
2026-03-16 06:35:41.943588+08:00,0,134,17930,458
2026-03-16 06:35:39.434128+08:00,0,124,17438,355
2026-03-16 06:35:38.830620+08:00,0,43,17783,147
2026-03-16 06:35:36.460193+08:00,168,78,10746,4244
2026-03-16 06:35:36.154681+08:00,382,57,11630,2636
2026-03-16 06:35:34.067146+08:00,97,99,7802,5958
2026-03-16 06:35:33.391491+08:00,412,98,10298,3198
2026-03-16 06:35:30.439191+08:00,856,416,25364,22334
2026-03-16 06:33:01.498053+08:00,26,80,37116,9873
2026-03-16 06:32:47.884715+08:00,996,2481,32800,10672
2026-03-16 06:31:00.208704+08:00,228,17,37845,5689
2026-03-16 06:30:56.014106+08:00,151,909,37935,4707
2026-03-16 06:30:34.859822+08:00,28,4650,43245,27666
2026-03-16 06:30:10.916404+08:00,761,5513,40653,26477
2026-03-16 06:30:08.582990+08:00,693,123,34058,26214
2026-03-16 06:30:04.974835+08:00,928,7,7191,1904
2026-03-16 06:30:04.969224+08:00,852,7,7869,1302
2026-03-16 06:30:04.946318+08:00,383,7,7054,2613
2026-03-16 06:30:02.170922+08:00,819,168,40891,18738
2026-03-16 06:29:58.111677+08:00,765,156,41343,17198
2026-03-16 06:29:54.584776+08:00,602,7,7962,1393
2026-03-16 06:29:54.542648+08:00,794,7,6584,2591
2026-03-16 06:29:52.305173+08:00,937,111,35588,22386
2026-03-16 06:29:48.323636+08:00,312,157,40204,7149
2026-03-16 06:29:44.165260+08:00,689,151,32812,11166
2026-03-16 06:29:40.454595+08:00,209,7,7315,2375
2026-03-16 06:29:40.130149+08:00,470,7,6124,3396
2026-03-16 06:29:40.116720+08:00,312,7,5631,3961
2026-03-16 06:29:39.686255+08:00,1000,7,4595,4395
2026-03-16 06:29:37.924059+08:00,759,106,38291,5325
2026-03-16 06:29:37.434656+08:00,681,152,54266,8210
2026-03-16 06:29:34.358427+08:00,508,130,25881,14843
2026-03-16 06:29:33.594953+08:00,237,7,5043,4682
2026-03-16 06:29:31.347403+08:00,379,111,46547,15641
2026-03-16 06:29:28.861675+08:00,534,155,13845,2945
2026-03-16 06:29:27.318041+08:00,995,149,27236,23097
2026-03-16 06:29:25.495234+08:00,26,7,6687,3159
2026-03-16 06:29:23.276828+08:00,641,157,27250,12530
2026-03-16 06:29:22.169128+08:00,806,119,11237,4454
2026-03-16 06:29:18.969444+08:00,875,7,7683,1278
2026-03-16 06:29:17.675564+08:00,377,147,10276,5735
2026-03-16 06:29:16.758450+08:00,487,134,9901,4666
2026-03-16 06:29:14.815671+08:00,934,7,7382,1583
2026-03-16 06:29:13.790310+08:00,265,7,5466,4150
2026-03-16 06:29:13.711468+08:00,67,7,7290,2452
2026-03-16 06:29:11.884802+08:00,381,139,12577,1439
2026-03-16 06:29:11.113855+08:00,787,57,8873,4975
2026-03-16 06:29:07.955976+08:00,12,7,4979,4795
2026-03-16 06:29:07.909361+08:00,744,7,4974,4140
2026-03-16 06:29:05.870035+08:00,27,96,11465,2353
2026-03-16 06:29:04.294120+08:00,899,96,9687,3342
2026-03-16 06:29:01.877539+08:00,477,451,17626,18102
2026-03-16 06:20:40.649756+08:00,840,19,28816,5233
2026-03-16 06:20:37.122186+08:00,832,563,23100,6361
2026-03-16 06:20:27.828706+08:00,956,54,14283,14641
2026-03-16 06:20:25.630649+08:00,55,158,125,56
2026-03-16 06:20:05.786399+08:00,3647,87,28405,654
2026-03-16 06:20:03.276682+08:00,317,11,0,0
2026-03-16 06:19:55.468291+08:00,80,58,19785,10232
2026-03-16 06:10:24.491229+08:00,623,50,61115,27736
2026-03-16 06:10:19.157152+08:00,771,84,55512,33055
2026-03-16 06:10:13.583990+08:00,366,43,47831,41056
2026-03-16 06:10:08.772761+08:00,984,349,78979,8884
2026-03-16 05:52:42.680333+08:00,85,1381,26362,25409
2026-03-16 05:52:08.535917+08:00,403,127,33759,16076
2026-03-16 05:51:12.311131+08:00,987,53,28884,19913
2026-03-16 05:51:03.198381+08:00,532,112,25760,23315
2026-03-16 05:50:55.428970+08:00,893,36,32797,15853
2026-03-16 05:49:42.130140+08:00,807,48,30227,18225
2026-03-16 05:49:36.830165+08:00,850,1038,29003,18297
2026-03-16 05:49:16.744139+08:00,377,36,32763,14888
2026-03-16 05:43:40.584249+08:00,869,164,37385,9563
2026-03-16 05:41:43.769366+08:00,233,151,40176,5510
2026-03-16 05:41:34.553206+08:00,286,171,33416,11233
2026-03-16 05:35:10.855753+08:00,84,113,24907,17366
2026-03-16 05:35:00.839626+08:00,218,283,35845,5870
2026-03-16 05:34:43.971659+08:00,341,341,32837,5854
2026-03-16 05:34:36.312431+08:00,213,52,31656,6995
2026-03-16 05:16:18.135666+08:00,682,4381,64897,24254
2026-03-16 05:15:24.964104+08:00,49854,1,0,0
2026-03-16 05:00:57.205810+08:00,433,934,66274,21065
2026-03-16 04:58:01.669071+08:00,1000,2369,73662,9227
2026-03-16 04:57:02.395987+08:00,665,38,58504,23009
2026-03-16 04:55:14.830807+08:00,849,69,64449,15316
2026-03-16 04:55:06.789518+08:00,134,1467,69482,9492
2026-03-16 04:50:02.246400+08:00,961,1410,41259,35965
2026-03-16 04:48:47.863780+08:00,628,37,64518,11496
2026-03-16 04:48:08.726838+08:00,624,125,58237,16601
2026-03-16 04:44:00.562014+08:00,159,1641,58648,15631
2026-03-16 04:43:16.456855+08:00,500,734,56195,15990
2026-03-16 04:42:40.378195+08:00,280,140,39874,30291
2026-03-16 04:42:33.708508+08:00,659,64,54066,15434
2026-03-16 04:42:19.371072+08:00,103,147,53802,16101
2026-03-16 04:38:42.630207+08:00,253,1584,57094,10119
2026-03-16 04:38:03.966222+08:00,636,339,42274,24136
2026-03-16 04:37:56.412907+08:00,410,471,34165,31915
2026-03-16 04:37:45.520668+08:00,704,1730,48409,16370
2026-03-16 04:31:45.959912+08:00,744,46,57841,6509
2026-03-16 04:31:30.209147+08:00,867,358,55905,7741
2026-03-16 04:31:20.813055+08:00,0,21,96867,572
2026-03-16 04:30:56.699684+08:00,0,257,96032,835
2026-03-16 04:30:45.390978+08:00,0,380,95257,776
2026-03-16 04:30:37.205971+08:00,0,355,93950,1306
2026-03-16 04:30:22.484711+08:00,0,380,92672,1278
2026-03-16 04:30:14.911959+08:00,0,257,87745,4927
2026-03-16 04:27:07.779258+08:00,0,380,87046,700
2026-03-16 04:23:58.506989+08:00,266,13,23967,5684
2026-03-16 04:23:18.394271+08:00,0,97,86785,259
2026-03-16 04:23:14.386207+08:00,0,95,86274,258
2026-03-16 04:23:09.484774+08:00,0,102,85763,257
2026-03-16 04:23:05.668883+08:00,0,95,85251,256
2026-03-16 04:23:01.925334+08:00,0,100,84741,255
2026-03-16 04:22:58.046181+08:00,0,96,84229,255
2026-03-16 04:22:53.126287+08:00,0,98,83717,254
2026-03-16 04:22:49.284276+08:00,0,96,83207,253
2026-03-16 04:22:45.176964+08:00,0,97,82695,252
2026-03-16 04:22:41.294657+08:00,0,97,82183,252
2026-03-16 04:22:37.278462+08:00,0,95,81672,251
2026-03-16 04:22:32.128611+08:00,0,96,81162,250
2026-03-16 04:22:28.170192+08:00,0,94,79725,1175
2026-03-16 04:20:23.822567+08:00,0,380,76557,3841
2026-03-16 04:20:11.990070+08:00,0,380,16540,30842
2026-03-16 04:20:05.621190+08:00,2431,34,13778,331
2026-03-16 04:20:03.442889+08:00,0,380,76686,1885
2026-03-16 04:19:26.699762+08:00,0,51,74784,603
2026-03-16 04:19:21.488411+08:00,0,380,74286,877
2026-03-16 04:18:44.193739+08:00,0,50,72336,1472
2026-03-16 04:18:39.705277+08:00,0,380,73278,331
2026-03-16 04:18:18.599585+08:00,0,141,69495,2052
2026-03-16 04:18:13.866489+08:00,0,40,69247,871
2026-03-16 04:13:13.382083+08:00,0,270,67367,1235
2026-03-16 04:07:56.201112+08:00,0,59,147672,94
2026-03-16 04:04:06.456716+08:00,0,380,146038,167
2026-03-16 04:03:44.374481+08:00,0,53,145245,730
2026-03-16 04:03:39.040900+08:00,0,67,145432,449
2026-03-16 04:03:33.805983+08:00,0,45,144948,431
2026-03-16 04:01:44.474825+08:00,0,380,90968,51449
2026-03-16 04:00:50.912234+08:00,0,29,96666,1493
2026-03-16 03:57:00.223481+08:00,0,375,65701,625
2026-03-16 03:56:31.828487+08:00,0,231,63932,929
2026-03-16 03:54:30.921008+08:00,0,305,61988,1022
2026-03-16 03:47:41.407458+08:00,0,307,60488,590
2026-03-16 03:46:22.749435+08:00,0,236,59018,671
2026-03-16 03:43:54.368438+08:00,0,207,57268,1107
2026-03-16 03:41:45.247212+08:00,0,380,42542,14605
2026-03-16 03:41:32.692218+08:00,0,36,42665,1521
2026-03-16 03:41:28.554262+08:00,0,157,26510,16753
2026-03-16 03:39:53.766772+08:00,0,380,136795,1496
2026-03-16 03:36:13.640770+08:00,0,380,135440,253
2026-03-16 03:24:09.202139+08:00,0,380,134161,266
2026-03-16 03:22:48.452751+08:00,0,39,134044,68
2026-03-16 03:22:41.702647+08:00,0,380,132646,365
2026-03-16 03:21:26.978324+08:00,0,380,131364,148
2026-03-16 02:44:47.461132+08:00,0,380,128829,1471
2026-03-16 02:44:15.118821+08:00,0,31,128648,113
2026-03-16 02:42:06.481103+08:00,0,43,128522,74
2026-03-16 02:42:00.791651+08:00,0,380,127216,243
2026-03-16 02:35:17.291054+08:00,0,380,125402,770
2026-03-16 02:33:37.018998+08:00,0,43,125151,199
2026-03-16 02:33:31.461144+08:00,10179,380,110841,2470
2026-03-16 02:33:06.596346+08:00,0,59,110582,121
2026-03-16 02:21:10.796985+08:00,0,380,109654,104
2026-03-16 02:20:43.476040+08:00,0,37,109542,67
2026-03-16 02:20:38.181849+08:00,0,380,108089,214
2026-03-16 02:16:41.450343+08:00,0,50,85530,22402
2026-03-16 02:16:37.553783+08:00,0,49,89996,739
2026-03-16 02:16:33.297671+08:00,0,229,94764,53301
2026-03-16 02:16:29.281502+08:00,0,72,93154,10244
2026-03-16 02:16:26.651232+08:00,0,46,58703,44546
2026-03-16 02:16:24.279754+08:00,0,74,16296,51222
2026-03-16 02:16:21.374697+08:00,2193,74,13778,325
2026-03-16 02:16:18.245290+08:00,0,243,90146,201
2026-03-16 02:15:54.456014+08:00,0,35,88551,1320
2026-03-16 02:15:48.426608+08:00,0,380,89661,41
2026-03-16 02:15:27.421618+08:00,0,23,87629,493
2026-03-16 02:15:10.435821+08:00,0,181,87142,911
2026-03-16 02:14:55.345299+08:00,0,380,86244,1456
2026-03-16 02:12:48.737958+08:00,0,380,85949,1050
2026-03-16 02:11:26.482459+08:00,0,380,84158,1255
2026-03-16 02:10:52.096094+08:00,0,380,81548,1182
2026-03-16 02:10:14.790313+08:00,0,380,79984,708
2026-03-16 02:05:06.484093+08:00,0,262,78079,894
2026-03-16 02:04:57.433883+08:00,0,372,76587,903
2026-03-16 02:04:03.096300+08:00,0,293,75660,114
2026-03-16 02:03:28.789720+08:00,0,42,75359,78
2026-03-16 02:03:24.318669+08:00,0,34,74694,591
2026-03-16 02:03:19.642813+08:00,0,72,71242,3662
2026-03-16 02:03:14.065967+08:00,0,21,70336,526
2026-03-16 01:58:37.935436+08:00,0,108,69589,1080
2026-03-16 01:57:31.537894+08:00,0,380,69350,356
2026-03-16 01:57:03.567808+08:00,185,1044,40677,15113
2026-03-16 01:54:07.079392+08:00,817,769,36110,18187
2026-03-16 01:53:53.491159+08:00,657,607,11688,3086
2026-03-16 01:53:48.663253+08:00,900,60,10055,2912
2026-03-16 01:53:45.707899+08:00,725,200,35818,17998
2026-03-16 01:53:24.882324+08:00,143,63,46671,7620
2026-03-16 01:53:18.748897+08:00,269,621,37968,15617
2026-03-16 01:50:52.341057+08:00,809,244,63392,1310
2026-03-16 01:49:35.287726+08:00,0,185,64919,953
2026-03-16 01:49:23.028352+08:00,0,380,64266,778
2026-03-16 01:46:18.402953+08:00,0,371,63619,559
2026-03-16 01:45:58.001897+08:00,0,56,63408,656
2026-03-16 01:45:53.235026+08:00,0,380,62564,859
2026-03-16 01:45:28.406180+08:00,0,39,61901,1236
2026-03-16 01:45:23.247200+08:00,0,380,60499,1876
2026-03-16 01:44:42.448373+08:00,0,380,60969,113
2026-03-15 23:08:31.589897+08:00,430,1061,26681,20451
2026-03-15 23:08:13.365725+08:00,44,597,8603,6793
2026-03-15 23:08:08.508175+08:00,579,59,8997,4301
2026-03-15 23:08:05.971429+08:00,234,254,32163,14555
2026-03-15 23:07:39.160011+08:00,640,49,28591,17166
2026-03-15 23:07:33.685356+08:00,98,1585,22352,22450
2026-03-15 23:06:59.965657+08:00,328,69,20940,17400
2026-03-15 23:06:55.114458+08:00,850,165,31994,4907
2026-03-15 23:06:48.416676+08:00,793,61,21273,15333
2026-03-15 21:49:47.212112+08:00,0,380,181782,2490
2026-03-15 21:32:11.655717+08:00,0,107,181783,2517
2026-03-15 21:29:02.348426+08:00,0,380,176822,4960
2026-03-15 21:28:33.969364+08:00,0,380,176822,2943
2026-03-15 21:21:25.335820+08:00,0,98,176822,2957
2026-03-15 21:18:17.313180+08:00,0,380,175067,1755
2026-03-15 21:17:43.322491+08:00,0,380,173290,1777
2026-03-15 21:17:20.130909+08:00,0,380,171266,2025
2026-03-15 21:16:52.870043+08:00,0,380,171265,626
2026-03-15 21:15:57.389635+08:00,0,149,169158,2108
2026-03-15 21:15:51.338161+08:00,0,380,167059,2099
2026-03-15 21:15:09.869996+08:00,0,152,167059,849
2026-03-15 21:12:06.932758+08:00,0,222,160190,6869
2026-03-15 21:11:58.005258+08:00,0,380,160190,3058
2026-03-15 21:10:28.951926+08:00,0,72,161123,0
2026-03-15 21:09:26.366809+08:00,0,59,160190,933
2026-03-15 21:06:13.071862+08:00,0,257,156350,3840
2026-03-15 21:06:05.154963+08:00,0,380,154542,1808
2026-03-15 20:44:20.685716+08:00,0,380,163741,1496
